Form,What's your cohort?,Hiring Company,Job Title,Salary,"Job location (City, Country)","Date you first got a job offer, coming out of Makers Academy","How many companies did you interview with, before you got your first offer?",Date you accepted this job offer,Date you start this job you've accepted,"How many companies did you interview with, before you got this offer that you're accepting?",What tech will you be working with?,How did you get this job?,Tell us more,What did we do well?,How could careers support at Makers be improved?,How likely are you to recommend the Makers Academy Careers Team to future cohorts?,Conversion Date,Conversion Title,Contact ID,NPS
CongratsForm691,August 2022,Curve Royalties,Junior Developer,40000,London,24/01/2023,3,24/01/2023,01/02/2023,5,"Javascript, Cypress, MongoDB, React, React Native",Personal contact/referral,,"Toby's support and encouragement was paramount to my landing the role. His help with reviewing my CV (both GitHub and one sheet) was incredibly thorough and helpful. He came to every session with 10/10 energy which in turn spurred me on. Hunor also took the time to help me with an exercise I was practising (not tech test) and gave me some amazing pointers. I found the resources on the careers cache really helpful, especially the cover letter exercise. The general energy from the careers team post course was very positive but also very realistic and action focused which I really appreciated. It was great to still feel connected to Makers post bootcamp.",Nothing comes to mind.,10,2023-01-25 17:00:14,Form,51851951,Promoter
CongratsForm690,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2023-01-23 10:48:57,,,
CongratsForm689,August 2022,GlobalLogic,Junior Software Engineer,0,Manchester,20/01/2023,0,20/01/2023,15/02/2023,0,"Java SE, MERN",Other,Talent Manager reached out to me after I applied to a different role via LinkedIn Jobs.,"Toby has been great - he gave me good support, encouragement and positivity.",I'm actually not sure as I don't think I made full use of all the resources but maybe more checking in on everyone via the specific cohort Slack channel would help with keeping everyone together/supported/accountable.,10,2023-01-20 21:26:25,Form,51107301,Promoter
CongratsForm688,July 2022,Tesco,Analytics Implementation Engineer,48000,"London, UK",23/12/2022,5,09/01/2023,30/01/2023,5,"javascript, html, css, sql",Job Board,,job support,na,8,2023-01-09 11:17:19,Form,50264701,Passive
CongratsForm687,June 2022,GoCardless,Engineering Intern,52250,"London, England",21/12/2022,2,21/12/2022,17/01/2023,2,"Ruby/Rails, Kotlin, TypeScript, Some PHP, React",Personal contact/referral,,"Post-course support was amazing, felt so looked after and everyone is beyond lovely and empathetic. Never change xoxo","More interview prep, workshops/simulations",10,2023-01-04 15:12:48,Form,33522351,Promoter
CongratsForm686,July2022,Rightmove(Makers accelerator),Associate Developer,32000,Milton Keynes (2x/week),10/11/2022,1,10/11/2022,07/12/2022,1,Java backend,MA Hiring Partner,,Introduce hiring partner at event and speedy application process,Be a little more transparent about accelerator vs direct hire,10,2022-12-22 19:13:14,Form,51517351,Promoter
CongratsForm685,June 2022,Wondr Medical,Junior Developer,35000,"London, UK",06/12/2022,3,06/12/2022,13/12/2022,4,"Ruby on Rails, React Native",MA Hiring Partner,,"Organising the job fair, interviews preparation",Everything was great,10,2022-12-21 11:58:32,Form,30930101,Promoter
CongratsForm684,,Deloitte,Software Developer,31500,Bristol,15/09/2022,1,27/09/2022,03/10/2022,1,"JS, TS, Node, HTML, Docker, AWS",MA Hiring Partner,,One on one interview prep,Sometimes requests take a while to be answered on Slack,9,2022-12-15 16:09:53,Form,,Promoter
CongratsForm683,April 2022,Rightmove,Associate Software Engineer,37500,"London, UK",10/11/2022,2,10/11/2022,07/12/2022,2,"React, TypeScript",MA Hiring Partner,,"Career Support, Check-ins, Coaches are very supportive!",Very happy with the experience. Thank you!,10,2022-12-15 12:14:21,Form,48305951,Promoter
CongratsForm682,April 2022,Wondr Medical,Junior Developer,35000,London,02/12/2022,1,02/12/2022,13/12/2022,1,Ruby + React Native,MA Hiring Partner,,Jobs on the board had a good probability of success,"Better job finding learning for when Makers hub is a bit dry. Had v little success getting to interview on outside roles, even ones w/o requirements of experience",10,2022-12-14 11:52:41,Form,43300851,Promoter
CongratsForm681,June 2022,Rightmove,Software Developer,32000,London,11/11/2022,0,11/11/2022,07/12/2022,0,"Java, Springboot, Docker",MA Hiring Partner,,"Makers Fair, extra training in Java offered before the interviews (beg of November), CV and cover letter help","More fairs and career events, clearer timelines and better expectation management (rumours were spreading when Rightmove came back with the list of people - unnecessary stress). Maybe, extra training or a common project to work on while looking for a job.",9,2022-12-11 16:13:23,Form,50404001,Promoter
CongratsForm680,June 2022,Wondr Medical,Junior Developer,35000,London,24/11/2022,1,24/11/2022,06/12/2022,1,"Ruby on Rails, react-native, typescript",MA Hiring Partner,,The amount of support you offer is great. Although I didn't use much of it it was nice to know I could always get help if necessary.,Although out of Makers control it was a bit jarring not having a coach for the first few weeks after course completion.,10,2022-12-07 17:04:47,Form,48596901,Promoter
CongratsForm679,February 2022,Wondr Medical,Junior Developer,35000,London,01/12/2022,4,01/12/2022,13/12/2022,4,Ruby on Rails + React Native,MA Hiring Partner,,"The careers fairs are excellent, and Toby's support was great throughout","More careers fairs, but guessing there's only so much hiring going on at the moment",10,2022-12-05 13:53:17,Form,44150051,Promoter
CongratsForm678,April 2022,"Wondr Medical, Reachora LTD",Junior Developer,35000,London (Remote),01/12/2022,1,02/12/2022,13/12/2022,1,"Ruby/Rails, React.Native, Cypress",MA Hiring Partner,,Katerina my careers coach is a beast. Hunor and Becks are unbelievably dedicated and helpful.,"I'll put it down to the climate, but it felt like the only realistic chances are those provided by the hiring partners. Outside of Makers you have little to no chance.",10,2022-12-03 13:40:48,Form,43168551,Promoter
CongratsForm677,July 2022,Wondr Medical,Junior Developer,35000,London,01/12/2022,1,01/12/2022,13/12/2022,0,"Ruby, React, Typescript",MA Hiring Partner,,"Made the hiring process easy, and the support was available when needed. The coaches were great, Katerina and Hunor gave me reassurance that they would help and are around when I need them.","All great for me, no complaints or causes for improvement.",10,2022-12-03 11:22:49,Form,51045501,Promoter
CongratsForm676,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2022-12-02 13:47:58,,,
CongratsForm675,May 2022,Spotify,Senior Product Manager,153000,"London, England",04/11/2022,15,11/11/2022,05/12/2022,15,"Deep Learning, AI, Consumer Software",Personal contact/referral,,Will provided a personal referral to Deloittes,More contact time. Better process when a coach is ill i.e. Candida was away. More personal referrals. A 12-16 week career plan helping candidates get a job.,7,2022-11-29 16:12:15,Form,159501,Passive
CongratsForm674,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,*redacted*,,*redacted*,*redacted*,*redacted*,2022-11-29 11:11:47,,,
CongratsForm673,,Rightmove,Back end developer,32000,London,10/11/2022,0,10/11/2022,07/12/2022,0,"Java, Springboot, Elasticsearch, Kafka, Gradle, Hibernate, Couchbase, SQL, Docker",MA Hiring Partner,,"Clear and speedy hiring process, enjoyed the Makers Fair in person","Not much, but clarity on when we would receive our contract would have been nice",10,2022-11-28 12:09:16,Form,49067851,Promoter
CongratsForm672,June 2022,Wondr medical,Junior full stack developer,39000,LONDON,01/11/2022,10,25/11/2022,06/12/2022,14,"Ruby on rails, typescript, react native",MA Hiring Partner,,Great would have liked it to be faster and more options. But I love the role I found through you guys,"More roles on the job board, more expectations setting up about having to compete against you cohort buddies.",9,2022-11-25 12:47:52,Form,14255601,Promoter
CongratsForm671,April 2022,Flutter UK&I,Associate Developer,35000,London,04/11/2022,4,04/11/2022,29/11/2022,4,Java,MA Hiring Partner,,"A lot of support from coaches, from creating CV to prepare for interviews","Maybe a bit more clarity about what it is expected on an application in Makers Hub. For example, I didn't know until few months after finishing the course that w should always add an external review feedback in the application. I thought this was requested only by some companies.",9,2022-11-24 11:13:23,Form,36516401,Promoter
CongratsForm670,November 2021,Adaptive,Trainee Engineer,40000,Esher,18/10/2022,6,18/10/2022,06/02/2023,6,Java,Other,,Easy application process on hub,More job partnerships,8,2022-11-23 13:56:25,Form,33675651,Passive
CongratsForm669,February 2022,Rightmove,Software Developer,32000,"London, United Kingdom",10/11/2022,1,10/11/2022,07/12/2022,1,Java,MA Hiring Partner,,"Made each step of hiring partner application process very clear, good general support for careers",More transparency on the state of the job market with particular regard to Makers hiring partners,10,2022-11-22 16:15:53,Form,15341801,Promoter
CongratsForm668,July 2022,Rightmove,Backend Developer,37500,"London, UK",10/11/2022,0,11/11/2022,07/12/2022,0,Java,MA Hiring Partner,,"Careers support was amazing! Workshops within the first 2 weeks were great, and the willing to help and review cv's/cover letters was fab.",I wouldn't say much at all!! Maybe not put a limit on how many CV reviews you can technically have?,10,2022-11-15 10:01:06,Form,44041451,Promoter
